Date,PA,LINK,PETRO,CN,CITIC
3/10/2017,64.537781,11.215926,61.356762,4.900808,9.638237
4/10/2017,64.775925,11.196622,61.983837,4.930273,9.619114
6/10/2017,64.966446,11.389668,61.308525,4.949915,9.657361
9/10/2017,64.680679,11.370362,61.646183,4.91063,9.561743
10/10/2017,64.633041,11.312449,61.501472,4.91063,9.561743
11/10/2017,64.728294,11.215926,61.501472,4.940094,9.752978
12/10/2017,64.633041,11.158013,61.260292,4.900808,9.523497
13/10/2017,65.109329,11.293144,61.405003,4.900808,9.638237
16/10/2017,65.347481,11.293144,61.597946,4.949915,9.657361
17/10/2017,65.252228,11.27384,61.983837,4.959736,9.752978
18/10/2017,64.871185,11.235231,62.225018,4.959736,9.714731
19/10/2017,64.347267,11.003576,62.273258,4.900808,9.561743
20/10/2017,64.585419,11.138708,64.058006,4.920452,9.523497
23/10/2017,64.44252,11.080794,64.250946,4.881166,9.456565
24/10/2017,64.585419,11.022881,63.672112,4.841881,9.475687
25/10/2017,64.585419,11.1001,63.430931,4.881166,9.714731
26/10/2017,64.394897,11.06149,64.009766,4.861524,9.657361
27/10/2017,64.44252,11.042185,64.202721,4.890988,9.657361
30/10/2017,64.394897,11.003576,63.479168,4.999022,10.020706
31/10/2017,64.394897,11.022881,63.237991,4.999022,10.154572
1/11/2017,64.204376,11.1001,62.080307,5.018664,10.135448
2/11/2017,63.966232,11.003576,61.742657,5.205268,10.479671
3/11/2017,64.299637,11.06149,62.803856,5.185626,10.384053
6/11/2017,64.061493,10.945663,62.369728,5.342766,10.537041
7/11/2017,64.252007,11.003576,64.058006,5.480263,10.651782
8/11/2017,64.394897,10.984272,64.058006,5.411515,10.479671
9/11/2017,64.204376,11.042185,66.662773,5.46062,10.632658
10/11/2017,63.966232,11.042185,66.421585,5.470442,10.613535
13/11/2017,63.632828,11.042185,66.180412,5.391872,10.575288
14/11/2017,63.632828,10.926358,66.325119,5.323123,10.4223
15/11/2017,63.823338,10.868445,66.276878,5.156161,10.116324
16/11/2017,63.34705,10.868445,65.987465,5.14634,10.135448
17/11/2017,63.34705,10.791227,66.759247,5.107055,10.135448
20/11/2017,63.53756,10.714009,66.952194,5.06777,10.0972
21/11/2017,63.442307,10.829836,67.310593,5.097234,10.154572
22/11/2017,63.299416,10.945663,66.917824,5.195446,10.288436
23/11/2017,63.728088,10.964968,67.605164,5.205268,10.326682
24/11/2017,63.728088,10.907054,68.439796,5.244553,10.269312
27/11/2017,63.728088,10.810532,68.243416,5.254374,10.250189
28/11/2017,63.966232,10.733313,68.734375,5.185626,10.116324
29/11/2017,63.823338,10.6754,69.078049,5.14634,10.326682
30/11/2017,63.53756,10.6754,68.390701,5.156161,10.116324
1/12/2017,63.632828,10.656096,68.734375,5.14634,10.231065
4/12/2017,63.823338,10.617486,68.341606,5.224911,10.384053
5/12/2017,63.823338,10.656096,68.096123,5.215089,10.441423
6/12/2017,63.442307,10.617486,68.096123,5.126698,10.116324
7/12/2017,63.823338,10.559572,67.850647,5.057949,10.03983
8/12/2017,63.061272,10.636791,68.537994,5.038307,10.020706
11/12/2017,62.823124,10.598181,68.636185,5.057949,10.135448
12/12/2017,62.870754,10.540268,70.109062,5.116877,10.498793
13/12/2017,62.966015,10.656096,68.58709,5.313302,10.613535
14/12/2017,62.442093,10.578876,68.243416,5.313302,10.613535
15/12/2017,62.203949,10.46305,68.341606,5.264195,10.4223
18/12/2017,62.156315,10.520964,68.881668,5.254374,10.403176
19/12/2017,62.156315,10.46305,69.765396,5.323123,10.4223
20/12/2017,62.203949,10.520964,70.109062,5.313302,10.403176
21/12/2017,62.203949,10.578876,69.323524,5.342766,10.460546
22/12/2017,62.537354,10.694704,70.109062,5.391872,10.594411
27/12/2017,62.727863,10.752618,70.698212,5.421336,10.785646
28/12/2017,62.870754,10.907054,71.581947,5.382051,10.80477
29/12/2017,62.823124,10.887749,71.140076,5.352587,10.728275
